player_id,team_id,first_name,last_name,birth_date,height,weight,position,draft_year,season_exp
97239,592,Owen,Nash,1993-06-21,75,205,G,2016,9
49641,217,Jerome,Navarro,1992-08-16,76,220,G,2016,9
49211,829,Rashad,Sawyer,1998-07-12,80,190,F,2016,9
25675,1049,Ezekiel,Salazar,1995-10-19,82,235,F-C,2016,6
97749,985,Simon,Calloway,1994-04-06,79,205,G,2016,9
10318,547,Silas,Ellison,1997-05-02,76,180,G,2016,9
40696,604,Eli,Fairbanks,1997-10-02,76,215,G,2016,9
51703,829,Tariq,Gallagher,1996-04-10,84,253,C,2016,9
10059,680,Dwayne,Fletcher,1994-05-14,78,218,F,2016,9
65473,326,Ezekiel,Easton,1997-06-30,78,223,G-F,2016,9
26756,789,Damian,Navarro,1993-05-22,74,195,G,,9
33561,891,Silas,Redmond,1993-09-02,80,245,F,2016,9
82214,317,Kendrick,Keller,1995-01-16,79,265,F,2016,3
11268,891,Emmanuel,Barnett,1998-01-26,84,240,C,2016,9
26684,662,Antoine,Quigley,1993-10-17,79,220,F,,9
20901,592,Roman,Mercer,1996-04-05,78,210,F,,9
63732,486,Theo,Ramsey,1993-05-08,77,186,G,,8
70120,1786,Preston,Brennan,1999-01-11,76,209,G,2017,
64918,,Samir,Blackwood,1997-09-09,77,190,G,2017,-1
49841,162,Jaxon,Holloway,1997-08-03,75,185,G,2017,8
96581,326,Lorenzo,Boone,1998-12-12,80,210,F-G,2017,8
24363,108,Lamar,Pruitt,1998-03-30,75,200,G,2017,8
56263,750,Maurice,Thackeray,1997-12-15,82,230,F,2017,8
95001,788,Dante,Bellamy,1997-08-21,85,240,F-C,2017,8
76051,460,Jonah,McAllister,1997-03-30,74,215,G,2017,8
42452,727,Santiago,Nash,1995-12-17,77,206,G,2017,8
28020,317,Keenan,Fairbanks,1997-08-10,81,240,F-C,2017,8
55480,592,Hakeem,Beckett,1997-08-02,81,226,F-C,2017,8
46200,554,Jonah,Brennan,1996-11-10,79,240,F-G,2017,8
53983,460,Carlos,Bellamy,1998-02-16,81,243,C,2017,8
16987,618,Samir,Ramsey,1996-10-01,81,255,C-F,2017,8
74962,486,Antoine,Brennan,1997-07-26,84,250,C-F,2017,7
20013,217,Sebastian,Stanton,1997-07-11,82,248,C-F,2017,7
84008,680,Samir,Dupree,1996-03-01,80,221,F,2017,8
64495,326,Santiago,Winslow,1994-12-18,76,190,G,2017,8
81381,554,Adrian,Carver,1994-08-09,77,215,G,2017,8
29399,386,Josiah,Wakefield,1996-07-08,79,225,G-F,2017,8
95292,460,Carlos,Moreno,1998-06-15,81,248,C-F,2017,8
29196,,Nasir,Castellano,1996-04-28,74,183,G,2017,-1
69919,162,Nathan,Dalton,1995-05-04,85,250,C-F,,8
58153,,Mateo,Quigley,1992-10-06,80,200,F,,-1
50231,727,Silas,Calloway,1991-03-23,82,240,F,,8
63614,,Dominic,Zimmer,1994-05-22,79,254,F,,-1
99241,386,Leon,Yates,1995-02-25,75,198,G,2018,7
80965,908,Emmanuel,Montgomery,1998-07-07,82,235,F,2018,7
55994,,Kendrick,Pruitt,1998-02-23,84,231,C,2018,-1
97451,554,Landon,McAllister,1996-12-19,78,209,G-F,2018,7
15211,541,Lorenzo,Ashby,1998-06-20,79,225,F,2018,6
26444,604,Kofi,Thackeray,1997-01-01,76,202,G-F,2018,7
44729,554,Maurice,Sheffield,1997-01-29,74,190,G,2018,7
84825,750,Devonte,Vance,1995-05-29,72,190,G,2018,7
53138,750,Samir,Emerson,1998-11-19,82,270,C-F,2018,7
96021,740,Preston,Radford,1997-03-19,76,203,G,2018,7
89156,486,Kwame,Ellison-Reyes,1998-05-05,78,195,G,2018,7
35846,662,Devonte,Garner,1997-09-08,72,185,G,2018,7
51515,985,Ashton,Blackwood,1999-01-14,78,190,G-F,2018,7
33364,788,Derek,Pruitt,2000-08-03,82,242,F-C,2018,7
83217,908,Nasir,Pruitt,1995-03-20,77,205,F,,6
86668,,Gabriel,Yates,1995-03-07,78,205,F,2019,-1
98421,789,Keenan,Vance,1997-12-19,74,200,G,2018,7
87352,788,Jonah,Hale,1998-04-03,79,205,G-F,2018,7
59761,662,Preston,Ramsey,1999-07-08,76,213,G,2018,7
59187,273,Nathan,Marlow,1999-03-11,82,218,F,2018,6
32072,554,Santiago,Godfrey,1998-06-25,84,240,C-F,2018,7
17522,317,Devonte,Holloway,1999-07-08,75,190,G,2018,7
92794,554,Gabriel,Lambert,1996-07-24,77,190,G,2018,7
66253,317,Damian,Cortez,1999-03-14,75,200,G,2018,7
68865,680,Devonte,Moreno,2000-01-03,77,204,G,2018,7
31596,727,Carlos,Ellison,1999-02-09,80,214,F,2018,7
83279,750,Carlos,Hargrove,1996-10-04,83,245,F-C,2018,7
94795,908,Jaxon,McAllister,1998-02-23,79,230,F,2019,6
44740,486,Zaire,Rhodes,1995-08-22,79,210,G-F,,7
52466,365,Santiago,Fairbanks,1999-02-13,74,164,G,2018,7
40028,727,Derek,Vasquez,1999-03-28,84,252,C,2018,7
15951,727,Damian,Sinclair,1998-09-29,80,230,F-G,2018,7
66102,750,Wesley,Lambert,1999-10-06,83,250,C-F,2019,6
58808,430,Nasir,Abbott,1997-07-01,81,249,C-F,2018,7
10771,727,Zaire,Ocampo,1997-10-28,80,230,F,2019,6
96469,217,Trent,Whitaker,1995-04-25,83,255,C,,4
41124,985,Preston,Salazar,1994-10-07,79,215,F,,7
57972,162,Sebastian,Langford,1995-10-10,71,185,G,,6
98154,217,Devonte,Granger,1995-06-18,74,200,G,,6
86659,108,Kendrick,Abbott,1997-03-31,82,245,F-C,,7
63633,386,Simon,Winslow,1997-08-22,77,220,F,2018,5
67405,386,Lamar,Stanton,1997-12-09,79,210,G-F,,6
46092,,Felix,Maddox,1996-11-06,77,222,G-F,,-1
27017,273,Leon,Donnelly,1997-08-11,78,215,G-F,2019,6
53277,891,Ivan,Lockhart,2000-09-30,76,191,G-F,2022,3
46046,604,Carlos,Rhodes,2000-09-12,74,202,G,2023,2
46135,460,Samir,Moreno,1996-07-04,77,215,G-F,,6
93460,547,Felix,Carver,2001-01-27,78,284,F,2019,6
47825,829,Dante,Thornton,1999-09-19,78,214,F-G,2019,6
62683,933,Josiah,Bellamy,2000-06-04,74,174,G,2019,6
80237,108,Emmanuel,Fairbanks,1998-03-21,79,221,F-G,2019,6
42838,541,Ibrahim,Rivera,1999-11-15,76,210,G,2019,6
62428,933,Gabriel,Easton,1996-06-10,80,215,F,2019,6
76316,592,Sebastian,Cortez,1999-08-15,73,192,G,2019,6
28880,727,Nasir,Salazar,2000-01-15,84,220,C-F,2019,6
24937,217,Carlos,Brennan,1999-07-12,77,205,G,2019,6
15427,618,Ibrahim,Nash,2000-10-18,77,195,G,2019,6
22084,162,Ashton,Emerson,2000-07-04,78,220,F-G,2019,6
45458,680,Eli,Ramsey,1999-06-15,77,203,G-F,2019,5
32502,789,Ashton,Gallagher,2001-01-15,82,230,C-F,2021,4
27145,273,Lorenzo,Abbott,1999-09-09,83,215,C,2019,6
33166,486,Tariq,Brennan,1999-07-13,76,220,G,,6
53271,908,Silas,Garner,1998-07-06,82,265,F-C,2019,6
64350,709,Lorenzo,Dupree,1999-06-02,77,207,G,2021,4
10960,933,Mateo,Moreno,1998-05-01,77,195,G-F,2019,6
14883,604,Tyrell,Mercer,1995-04-27,80,210,F,2019,6
90115,547,Samir,Hargrove,1998-12-31,76,194,G,2019,6
34364,326,Silas,Rutledge,1998-11-01,84,248,C,2021,4
79473,740,Devonte,Emerson,2000-04-04,81,264,C-F,,6
73302,430,Zaire,Mercer,1996-08-24,77,202,G-F,2019,6
23413,541,Ibrahim,Montgomery,1999-05-15,79,236,F,2019,6
59891,788,Kofi,Kirby,1995-04-14,77,210,G,,6
63534,,Ezekiel,Calloway,1996-01-19,77,215,G,,-1
62466,460,Chase,Hastings,1997-07-18,81,228,F-C,,6
38973,985,Josiah,Farrell,1993-09-15,77,205,G,,6
67308,740,Carlos,McAllister,2001-01-13,76,225,G,2020,5
21446,541,Kendrick,Beckett,2002-01-26,79,180,G,2020,5
15814,,Sebastian,Salazar,2001-10-26,83,240,C,2020,-1
53793,,Hakeem,Granger,2001-10-26,76,195,G,2020,-1
39799,430,Trent,Keller,2001-10-28,80,228,F,2020,5
56174,891,Leon,Rivera,1997-03-21,81,220,F,2020,5
15872,217,Lamar,Wolfe,2001-01-30,82,240,F-C,2020,5
94374,162,Landon,Thackeray,2000-01-23,77,200,G-F,2020,5
19073,317,Kai,Delgado,2001-08-16,76,225,F-G,2020,5
66416,317,Dominic,Kirby,2001-12-25,78,235,F,2020,5
41210,108,Tyrell,Farrell,1999-03-30,80,243,F,2020,5
18995,891,Kai,Larkin,1999-06-04,77,215,G-F,2020,5
43652,,Jerome,Ramsey,1999-06-20,74,185,G,2020,-1
45330,709,Ashton,Boone,2000-08-21,74,200,G,2020,5
39103,547,Carlos,Rutledge,1999-10-10,80,215,G-F,2020,5
43745,541,Zaire,Gentry,1999-11-20,78,200,G,2020,5
28031,740,Tariq,Sawyer,1999-12-31,81,185,F,2020,5
64215,317,Darnell,Marlow,1999-10-28,80,244,F-C,2020,5
50064,985,Ivan,Winslow,2001-12-16,80,250,F-C,2020,5
59516,604,Dominic,Easton,2000-04-26,82,240,F-C,2020,5
99176,829,Felix,Redmond,1998-06-25,74,190,G,2020,5
21333,985,Simon,Quigley,2000-02-29,81,210,F,2020,5
14600,486,Kamari,Radford,1999-08-19,76,165,G,2020,5
62270,317,Landon,Blackwood,2000-05-11,73,190,G,2020,5
57788,326,Carlos,Navarro,1997-06-30,73,195,G,2020,5
46411,317,Wesley,Abbott,1997-06-29,83,245,C,2020,5
14616,,Damian,Winslow,1998-12-22,83,275,C,,-1
72216,541,Zaire,Sheffield,1998-11-21,80,245,F,2020,5
79255,750,Maurice,Keller,1998-08-30,78,215,G,2020,5
67141,386,Devonte,Castellano,2002-09-22,76,186,G,2021,4
54250,217,Derek,Gallagher,2002-06-27,79,225,F,2021,4
30523,908,Theo,Castellano,1998-09-08,78,220,F,,5
58448,460,Kai,Brennan,1997-01-03,76,205,G,2020,5
75595,740,Chase,Lockhart,1999-04-28,76,201,G,2021,4
49715,430,Kendrick,Easton,2001-05-02,80,195,G,2020,4
34683,,Nico,Blackwood,1995-03-18,76,230,F,,-1
25035,365,Jerome,Rhodes,1992-06-20,79,230,F,,5
13174,789,Jace,Langford,1995-07-06,74,205,G,,2
17411,908,Antoine,Sheffield,2000-08-12,73,190,G,,3
24465,162,Ibrahim,Garner,1998-07-03,77,210,F,,4
87580,1412,Owen,Blackwood,2001-09-03,81,240,F,2021,2
73406,547,Kendrick,Ocampo,1999-04-14,79,206,F,2021,4
14296,547,Dominic,Radford,2000-02-24,80,206,F,2021,4
48119,750,Jerome,Ashby,2001-03-09,82,220,F,2021,4
78021,273,Ezekiel,Mercer,2000-10-18,81,185,F,2021,4
79082,273,Felix,Boone,2000-06-29,77,215,G,2022,3
87128,1049,Theo,Radford,2001-03-15,72,176,G,2021,3
92478,740,Kamari,Bradford,1999-12-14,74,169,G,2021,4
41148,554,Hakeem,Garner,1999-10-31,74,195,G,2021,4
79034,789,Damian,Maddox,2001-10-08,77,211,G,2021,4
79408,592,Devonte,Gentry,2002-12-09,80,205,F,2021,4
59237,541,Ronan,Donnelly,2000-09-28,76,178,G,2021,4
65494,740,Jonah,Godfrey,2000-01-09,78,215,G-F,2024,1
91564,,Mateo,Montgomery,2000-10-07,79,226,G,,-1
34648,273,Eli,Sinclair,2002-04-12,82,265,C,2021,4
43713,365,Silas,Gentry,2001-08-16,78,206,G-F,,4
22845,217,Kendrick,Rutledge,2001-05-19,80,219,F,2021,4
18722,217,Kendrick,Lockhart,2000-01-01,78,224,F,2021,4
28770,618,Leon,Dalton,1999-04-05,72,202,G,2021,4
61084,727,Lorenzo,Zimmer,1998-02-23,77,197,G,,4
26167,,Antoine,Jennings,2001-06-10,75,210,G,2021,-1
76225,829,Zaire,Redmond,2002-02-15,80,237,F-G,2021,4
45291,326,Sebastian,Redmond,1999-11-14,82,243,C,2021,4
25634,709,Jaxon,Castellano,2001-10-25,80,245,G-F,,4
81382,829,Maurice,Donnelly,1999-02-23,81,240,F-C,2021,4
30216,326,Rashad,Pemberton,1998-04-20,79,217,F,,4
69834,1770,Mateo,Dalton,2002-06-05,84,246,C,2024,1
72108,162,Ashton,Farrell,2000-10-02,79,217,F,,3
12405,662,Trent,Carver,2002-09-26,83,243,C,2021,4
19168,680,Gabriel,Kirby,1998-05-08,82,250,C,2021,4
72151,317,Roman,Emerson,2003-05-04,79,214,G,2021,4
72654,933,Derek,Fairbanks,2000-02-08,84,215,F-C,2021,4
88563,1789,Jace,Bradford,1998-03-17,78,232,F,2021,1
57585,933,Lorenzo,Emerson,2001-02-13,74,170,G,,3
43001,750,Antoine,Abbott,2001-09-01,77,205,G,2021,4
44212,273,Ivan,Sinclair,2000-04-23,78,220,F,2023,2
88752,985,Derek,Vance,2002-07-14,78,220,G,2021,4
21468,460,Jace,Maddox,2001-01-26,83,215,C,2021,4
93251,486,Chase,Ramsey,1998-03-14,77,190,G,2021,4
30781,1320,Preston,Farrell,2001-07-17,78,240,F,2022,2
94786,,Felix,Rivera,1997-05-30,77,185,G,,-1
29407,789,Carlos,Thackeray,2003-03-20,79,185,F,2022,2
44626,1412,Wesley,Ellison,2002-02-20,83,220,C,,
69687,1753,Dominic,Carver,2000-01-15,85,255,C,,
55035,1320,Kai,Pemberton,2000-05-20,72,200,G,,3
87937,1412,Nathan,Larkin,1998-12-06,80,203,F,2021,3
60173,554,Keenan,Garner,1998-08-09,72,179,G,,4
31174,1786,Emmanuel,Bradford,2001-02-06,78,179,G,,3
25759,891,Jace,Carver,1996-10-14,85,240,C,,4
15194,1788,Rashad,Wolfe,1999-12-27,74,185,G,,4
74168,1089,Simon,Granger,1998-05-11,78,210,G,,3
63290,1179,Chase,Barnett,2000-09-23,82,250,C,,2
17070,1519,Kendrick,McAllister,2000-01-30,76,195,G,,4
58609,386,Sebastian,Bellamy,1998-03-12,75,215,G,,4
67653,,Leon,Lambert,1997-09-15,81,248,C,,-1
31353,618,Omar,McAllister,1997-06-23,74,203,G,,3
89302,1635,Kofi,Nash,2000-12-19,79,199,F,2022,2
89574,217,Kamari,Granger,2003-01-23,79,199,G,2022,3
29038,365,Sebastian,Moreno,2001-09-11,75,198,G,2022,3
10851,430,Emmanuel,McAllister,2003-02-07,75,207,G,2023,2
13018,217,Dominic,Thackeray,1998-07-11,75,185,G,,1
84424,1232,Josiah,Ellison,2001-12-05,80,214,F,,3
40698,1120,Silas,Stanton,1998-12-17,82,240,C,,3
47188,,Nasir,Blackwood,2001-08-23,75,195,G,2022,-1
82459,750,Devonte,Nash,2001-12-07,82,250,F,2022,3
24144,662,Emmanuel,Vance,2004-04-21,83,220,F,2022,3
17023,486,Samir,Zimmer,2001-07-04,85,208,C-F,2022,2
21598,592,Owen,Bellamy,2002-12-09,77,210,G-F,2022,3
24216,108,Santiago,Whitaker,2000-11-03,80,225,F,2022,3
99908,430,Hakeem,Castellano,2003-02-27,77,210,G,2022,3
92452,1787,Hakeem,Oakley,2001-08-20,75,195,G,2022,3
89937,1120,Theo,Wakefield,2003-06-26,76,180,F,2022,1
29098,430,Rashad,Lambert,2002-11-01,76,190,G,2022,3
71405,985,Tariq,Garner,2003-06-27,82,250,C,2022,3
57470,662,Sebastian,Rivera,2001-03-20,80,215,F,2022,3
24609,618,Derek,Jennings,2003-02-27,82,205,F,2022,3
77136,908,Tariq,Blackwood,2003-04-23,77,190,G,2022,3
29316,386,Darnell,Gallagher,2001-10-09,85,240,C,2022,3
12573,554,Jerome,Dalton,2003-02-08,80,230,F,2022,3
29709,,Damian,Keller,2002-04-02,72,170,G,2022,-1
60559,486,Deshawn,Carver,2001-11-01,77,211,G-F,2022,3
43174,1984,Ibrahim,Gentry,2003-06-14,84,220,F,2022,3
27480,788,Omar,Salazar,2002-01-22,86,245,C,2022,3
73255,486,Dashawn,Carver,2002-09-27,81,240,F,2022,3
23689,1850,Gabriel,Hale,2002-05-07,73,195,G,2022,3
40426,547,Derek,Alder,2003-10-29,78,190,G,2022,3
19338,,Ibrahim,Carver,1999-02-26,74,180,G,,-1
65794,604,Gabriel,Sinclair,2002-07-01,78,205,G,2023,2
53316,1837,Preston,Calloway,2000-10-17,75,212,G,,
88936,1089,Roman,Lockhart,2001-12-10,77,230,F,2024,1
99632,604,Sebastian,Sawyer,2000-12-13,78,220,G,2022,3
52237,1427,Josiah,Pruitt,1999-08-07,80,255,F-C,,2
49086,1993,Lamar,Rhodes,2001-05-04,83,225,C,2022,2
85748,709,Preston,Alder,2003-04-03,79,237,F,2022,3
73528,680,Adrian,Sinclair,2001-07-31,75,180,G,2022,3
43018,317,Kai,Moreno,2004-03-31,82,220,F,2023,2
42945,460,Lamar,Moreno,1999-11-17,76,175,G,,3
76393,1791,Theo,Mercer,2001-05-12,81,235,F,,2
97389,273,Chase,Keller,2002-07-14,80,205,F,2022,3
81915,618,Tariq,Emerson,2001-04-07,78,225,G,2023,2
97256,680,Roman,Maddox,2002-09-18,81,185,F,2022,3
72777,,Lamar,Ocampo,1999-10-29,79,215,F,,-1
36480,1757,Jace,Pruitt,2001-01-28,77,233,G-F,,2
17360,430,Owen,Maddox,2001-05-12,80,218,F,2023,2
93178,,Mateo,Kirby,2000-04-15,73,195,G,2023,-1
13145,1214,Ronan,Carver,1999-04-22,77,205,F,,3
50195,1635,Ronan,Alder,2001-10-20,78,210,F,2022,1
91545,,Ashton,Rivera,2000-01-18,81,200,F,,-1
33483,1006,Antoine,Gentry,2003-06-23,75,215,G,2022,3
69598,604,Reggie,Rutledge,2003-08-19,80,200,G,2022,3
94553,1635,Trent,Mercer,1998-04-30,78,215,F,2022,2
15759,,Josiah,Castellano,2002-01-14,80,205,G,2022,-1
65831,541,Landon,Larkin,2002-04-01,82,210,F,2022,3
10589,829,Lorenzo,Garner,1999-08-09,81,245,F,2023,2
27682,386,Roman,Delgado,1998-10-23,73,195,G,,2
77460,727,Sebastian,Hastings,2002-08-29,79,235,F,2022,3
43948,1478,Felix,Navarro,2000-07-19,77,255,F,2022,2
93896,709,Kai,Hargrove,2002-11-18,81,224,F,,3
87045,217,Lamar,Gentry,2003-04-21,83,210,F,2023,2
64416,,Owen,Wakefield,1997-11-19,76,173,G,,-1
86143,,Emmanuel,Bellamy,2001-07-16,76,205,G,2022,-1
70110,,Zaire,Easton,2000-09-11,78,207,F,2022,-1
25623,326,Maurice,Ellison,2001-03-16,78,205,G,2024,1
94262,,Omar,Ellison,1999-11-24,81,225,F,,-1
95917,547,Nasir,Pemberton,2000-11-09,82,231,F-C,2022,1
84013,680,Owen,Gentry,2000-04-29,76,190,G,,3
17620,,Derek,Ellison,1998-05-25,79,191,F,,-1
52041,430,Santiago,Pruitt,2004-05-20,78,220,G,2023,2
82933,618,Damian,Moreno,1995-04-20,79,209,F,,3
85131,1788,Kofi,Lockhart,1998-08-27,81,210,F,,3
18639,1984,Lamar,Redmond,1998-03-15,76,216,G-F,,3
87451,1788,Simon,Kirby,2000-01-25,76,205,G,,3
16107,1837,Tyrell,Gallagher,1999-01-28,78,185,G,,3
78343,1179,Felix,Beckett,1997-01-14,78,210,G,,3
66268,1218,Roman,Fairbanks,1998-06-08,77,205,G,,3
95149,162,Kofi,Salazar,2003-04-08,88,235,F-C,2023,2
95666,541,Antoine,Emerson,2003-09-03,79,200,F,2023,2
19206,,Nico,Gallagher,2004-04-05,81,215,F,2023,-1
59688,662,Kendrick,Zimmer,2002-03-27,79,200,G-F,2023,2
49684,985,Santiago,Vasquez,2003-10-16,79,205,G-F,2023,2
68206,750,Kendrick,Bradford,2004-06-22,79,200,G,2023,2
47597,829,Leon,Salazar,2003-03-25,79,200,G-F,2023,2
39198,1927,Jonah,Pemberton,2004-11-28,79,205,G-F,2023,2
79567,,Chase,Sawyer,2005-09-04,81,210,F,2023,-1
29928,365,Roman,Bellamy,2004-03-18,78,230,F,2023,2
28437,891,Leon,Hargrove,2002-12-03,79,235,F,2023,2
69924,486,Tyrell,Sutter,2004-05-18,75,195,G,2023,2
13920,788,Landon,Kirby,2003-06-01,76,185,G,2023,2
33208,547,Ezekiel,Beckett,2002-10-30,77,190,G,2023,2
47240,1791,Emmanuel,Radford,2002-10-24,76,195,G,2023,1
14273,750,Preston,Hale,2003-03-23,80,215,G,2023,2
48689,1753,Lorenzo,Carver,2003-11-30,77,185,G,,1
19931,908,Josiah,Zimmer,2004-12-20,85,230,C,2023,2
65525,1214,Adrian,Lockhart,2005-06-04,78,220,G-F,2023,2
82592,788,Josiah,Vance,2003-03-23,78,235,F,2023,2
99901,273,Wesley,Wakefield,2004-09-28,82,210,F-C,2023,2
74885,365,Josiah,Ashby,2003-10-21,79,195,G,2023,2
74546,1791,Kai,Gallagher,2003-12-31,74,185,G,2023,2
64923,,Ibrahim,Keller,2002-11-29,82,235,F,2024,-1
91554,891,Santiago,Garner,2000-08-27,79,250,F,2023,2
94555,430,Ashton,Keller,2000-09-12,79,230,F,2023,2
21562,740,Jaxon,Rivera,2000-12-12,77,205,G,2023,1
29265,933,Darnell,Fletcher,2001-10-24,87,305,C,2024,1
74400,,Gabriel,Ashby,2001-09-07,81,225,F,2024,-1
48141,680,Nathan,Keller,2001-03-20,78,209,G,2023,2
69145,541,Silas,Rivera,2002-10-27,85,256,C,2025,
90315,1486,Jerome,Whitaker,2003-10-30,81,225,F,2024,1
68268,1049,Gabriel,Dupree,2002-10-27,78,220,F,2023,2
25388,1770,Ivan,Zimmer,2002-03-11,78,210,G,2024,1
32570,592,Reggie,Rhodes,1999-10-02,77,194,G,2023,2
69247,740,Eli,Farrell,2003-12-31,78,201,F,2023,2
51734,789,Nico,Marlow,2003-05-24,76,205,G,2023,2
87835,,Ibrahim,Cortez,2003-02-21,79,230,F,2023,-1
89333,891,Leon,Winslow,2002-05-13,78,190,G,2023,2
70614,1519,Emmanuel,Blackwood,1999-07-14,79,215,F,2023,2
87213,460,Leon,Marlow,2000-08-22,80,210,F,,1
70138,365,Landon,Castellano,2003-07-14,84,220,F,2023,2
52249,326,Jaxon,Gentry,2004-09-10,78,205,G,2023,2
83764,1049,Ronan,Blackwood,1998-10-08,78,209,F,,2
74223,,Trent,Hargrove,2001-09-08,82,235,F,2025,-1
79460,750,Antoine,Zimmer,2000-06-04,80,217,F,2024,1
66137,1523,Jace,Pemberton,2000-03-29,80,217,F,,2
68570,1523,Dante,Abbott,2001-08-10,80,245,C,,1
